build_started_at,build_completed_at,build_duration_seconds,dataset,zone,output_path,row_count,column_count,full_duplicate_rows,dataset_hash_sha256,input_row_counts_json,notes
2026-07-17T22:32:19.127107+00:00,2026-07-17T22:32:42.611824+00:00,23.4847,gold_daily_sales,internal,data/gold/internal/gold_daily_sales.csv,612,9,0,cfc470d58f77e14f05464248054b16d10274069100dfb9ee339f3056ea25423c,"{""silver_customers"": 99441, ""silver_order_items"": 112650, ""silver_orders"": 99441, ""silver_product_categories"": 71, ""silver_products"": 32951}","Daily delivered-order sales metrics with order, customer, item and revenue measures."
2026-07-17T22:32:19.127107+00:00,2026-07-17T22:32:42.611824+00:00,23.4847,gold_sales_by_state,internal,data/gold/internal/gold_sales_by_state.csv,27,8,0,eb85a5d69fa71b9c210dd87348df5d4167bf2889f4fb29d5d449412c09942480,"{""silver_customers"": 99441, ""silver_order_items"": 112650, ""silver_orders"": 99441, ""silver_product_categories"": 71, ""silver_products"": 32951}",Delivered-order sales aggregated by customer state.
2026-07-17T22:32:19.127107+00:00,2026-07-17T22:32:42.611824+00:00,23.4847,gold_product_category_revenue,internal,data/gold/internal/gold_product_category_revenue.csv,72,9,0,3ac217e301e5d55c70575e5f7bb654025fa07d2f8d721004b99a6e1cb8e68ce7,"{""silver_customers"": 99441, ""silver_order_items"": 112650, ""silver_orders"": 99441, ""silver_product_categories"": 71, ""silver_products"": 32951}",Delivered-item revenue and contribution metrics by translated product category.
2026-07-17T22:32:19.127107+00:00,2026-07-17T22:32:42.611824+00:00,23.4847,gold_customer_order_summary,internal,data/gold/internal/gold_customer_order_summary.csv,93358,11,0,a187dabd0e39c863c1e30bb0e37b3b362b7f1e4727d9f1d2ee2a77c77d4b37a5,"{""silver_customers"": 99441, ""silver_order_items"": 112650, ""silver_orders"": 99441, ""silver_product_categories"": 71, ""silver_products"": 32951}",Customer-level delivered-order history and lifetime-spend summary.
2026-07-17T22:32:19.127107+00:00,2026-07-17T22:32:42.611824+00:00,23.4847,gold_public_sales_dashboard,public,data/gold/public/gold_public_sales_dashboard.csv,55872,8,0,af289f62a1af63757d139040b3a22702bdd2e2be41a98755be913765a0d67967,"{""silver_customers"": 99441, ""silver_order_items"": 112650, ""silver_orders"": 99441, ""silver_product_categories"": 71, ""silver_products"": 32951}",Public-safe aggregate sales dataset with no customer identifiers or contact fields.
